בנה הגדרת משימה חדשה,missions
עדכון מערכת מידע לבדיקה,AddingSolidersForm
נהל זיכויים פריט מיותר מהמערכת,Promotional
שלח לאיתור פנסי ראש בתנועה,EquipmentFinder
חפש את סדיר אביתר,Solider
הכנס פרטים פרופיל להזנה,AddingSolidersForm
צור כרטיס פרופיל ליצירה,AddingSolidersForm
קליטת פריט אוזניות לאחר תיקון,AddingNewEquipment
בקשת רישום טירונית לעיון,AddingSolidersForm
סמן למחיקה מסמך מחיקה ישן,Deleting Equipment
בקש הגדרה סוג פריט לציוד,AddAttachments
חפש סינון חיילים אביתר,Solider
סנן כרטיס חייל עדי,Solider
שייך תכונה שכפץ לשימוש חוזר,EditEntityObject
הכנס כיסא טקטי לאחר תיקון,AddingNewEquipment
בדיקת מסמך חתום,SignedMission
אפשר להוסיף רשומה חדשה חדש,AddAttachments
בצע הוספה רצועת נשיאה להפצה,AddAttachments
רשום שדה חדש רובה בפרופיל,EditEntityObject
בדיקה של ניהול חיילים לעריכה,settings
מחק טאבלט ישן שאינו נדרש,Deleting Equipment
גש לשער ציוד בשטח לפעולה,storage
גש ל פרטי חיילים למנהל,settings
צור מספר סידורי שכפץ טכני,AddingNewEquipment
עדכון רשימת ציוד לניסוי,missions
שיוך תוספות קסדה כללי,EditEntityObject
הזן פרטים מידע לעריכה,AddingSolidersForm
עריכת רשומה חדשה לביצוע,missions
בצע החזרה פריט מיותר שנשלחו,Promotional
זכה פריט מיותר מהמערכת,Promotional
בדוק מסך הגדרות לפקח,settings
בדיקה של משימות ממתינות מהבוקר,SignedMission
שלח החזרה ציוד משויך המסומנת,Promotional
שלח לגריטה ציוד מושבת ישן,Deleting Equipment
הוסף רשומת תוספת להמשך טיפול,AddAttachments
סנן רשימת חיילים חן,Solider
בנה משימת תחזוקה למחלקה,missions
פתח איתור יחידת ניווט לפעולה,EquipmentFinder
בדיקה של מסמך חתום עכשיו,SignedMission
בצע הזנה פרופיל לבדיקה,AddingSolidersForm
שנה הגדרות התחברות לעדכון,settings
היכנס ל שליטה בציוד לפיקוח,storage
פתח את שליטה במחסן עכשיו,storage
בצע גריטה מדפסת פגומה ישן,Deleting Equipment
כנס לדף מעקב ציוד למנהל,storage
כניסה אל מעקב ציוד לעבודה,storage
פתח מסך מטען נייד ידני,AddingNewEquipment
הגדר ערכת עזרה מוגדר,AddAttachments
היכנס אל ניהול ראשי לציוד,storage
חפש חייל בשם אורי,Solider
גרוט מסך ישן לגריטה,Deleting Equipment
סיים זיכוי פריטים לפי מזהה,Promotional
בצע שיוך משימה לצוות לסגירה,missions
נווט אל דוחות מחסן עכשיו,storage
שנה שדות משתנה בשימוש,EditEntityObject
שלוף נתונים יחידת ניווט,EquipmentFinder
בצע עריכה מאפיין צבע במערכת,EditEntityObject
עדכן רישום משימה ראשונית,missions
שייך מאפיינים שכפץ כללי,EditEntityObject
סנן סדיר מור,Solider
הכנס פרטים טירונית לשימוש,AddingSolidersForm
ערוך את רמות גישה לעיון,settings
רוצה לבצע זיכוי משימה הפתוחה,Promotional
אתר ציוד לוגיסטי לבדיקה,EquipmentFinder
בצע הוספה אביזר לפי דרישה,AddAttachments
בדוק משתמשים פרטי חיילים לעדכון,settings
סמן למחיקה מסך ישן לצמיתות,Deleting Equipment
עריכה כללית כרטיס לעיון,AddingSolidersForm
רוצה לדעת משימה 1 ישן,SignedMission
גש אל שליטה במחסן למשתמש,storage
הפעל את ממשק ניהול למנהל,storage
אני רוצה לרשום כיסא טקטי,AddingNewEquipment
הוסף אביזר תקשורת לפי פרויקט,AddingNewEquipment
הצג שם פרטי צחי,Solider
פתח טופס רשומת משימה במעקב,missions
פתח סטטוס משימה ישן,SignedMission
הוסף מקט חדש מחסנית טכני,AddingNewEquipment
עריכה כללית טירונית לפתיחה,AddingSolidersForm
היסטוריה ל0007,ItemHistory
בדיקה של חתימה דיגיטלית חדש,SignedMission
גש לממשק שער ציוד,storage
בדוק הימצאות מלאי ציוד למעקב,EquipmentFinder
אילו משימות רשומת משימות מהבוקר,SignedMission
שלח לגריטה פריט לניפוק לשחרור,Deleting Equipment
החזר פריט משויך שנמצא במערכת,Promotional
בטל רשומה פנס ישן,Deleting Equipment
בצע עדכון משימת תגובה מהשבוע,missions
גש להגדרות מסך מנהל לבחינה,settings
הגדר משימה משימה למחלקה עכשיו,missions
פתח מסך משתנה בתבנית אב,EditEntityObject
הוסף משימת לוגיסטיקה עכשיו,missions
אפשר לראות תיעוד חתימה ספציפית,SignedMission
בצע החזר משימת תחזוקה המסומנת,Promotional
סנן מכשיר ניווט לפי קטגוריה,EquipmentFinder
גש למשתמשים המשתמשים בבקשה,settings
פתח ממשק תחנת עגינה,AddingNewEquipment
טפל בשיוך מסך זיכויים הסגורה,Promotional
חפש את סדיר מור,Solider
בצע שיוך משימת פיילוט בטופס,missions
אילו מסמכים חתימות חסרות ישן,SignedMission
שיוך תוספות סוג ציוד להגדרה,EditEntityObject
נהל משימות משימה חדשה לגיבוי,missions
הצג יחידת ניווט לצפייה,EquipmentFinder
סיים שימוש ציוד לא תקין,Deleting Equipment
מצא רשומה קסדות לפי סינון,EquipmentFinder
סטטוס חתימה מסמכים חתומים בטיפול,SignedMission
עדכן פרמטר סוג ציוד להגדרה,EditEntityObject
פתח ערכת חילוץ להמשך טיפול,AddAttachments
הגדר משימה משימת רכש לאישור,missions
שלח נתון אוזניות לשימוש עתידי,AddingNewEquipment
פתח טופס מסך טאקטי ראשוני,AddingNewEquipment
בדוק חתימה מסמך חתום להיום,SignedMission
פתח מסך משימה מהמשימה,Promotional
עדכן נתוני רשומת משימה לניסוי,missions
שייך ציוד משימת תחזוקה לציוד,missions
בדיקה של נתוני מערכת כלליות,settings
ערוך את מסך ההגדרות מתקדמות,settings
עדכן תיעוד משימה קיימת לאתחול,missions
סנן מכשירי קשר במחסן,EquipmentFinder
חפש מד גז למעקב,EquipmentFinder
בטל קישור פריטים בממשק הראשי,Promotional
צור כרטיס משימה יומית לפיילוט,missions
בדוק הימצאות תחמושת לצפייה,EquipmentFinder
בצע שחרור משימה שכבר טופלה,Promotional
צור משימה משימה אלפא במעקב,missions
בקש החזרה משימה סגורה מהמערכת,Promotional
הראה היסטוריה לפריט MKT-5,ItemHistory
עבור אל ניהול חיילים עכשיו,settings
אילו מסמכים משימה גמא בלבד,SignedMission
בצע החזר משימת יעד מהמשימה,Promotional
בדוק את ההגדרות הגדרות לאימות,settings
הגש זיכוי משימת יעד המסומנת,Promotional
הגש גריטה רשומה ישנה ישן,Deleting Equipment
עדכן תיעוד ציוד למשימה לסגירה,missions
פתח הגדרות משימת תחזוקה לשיוך,missions
בדוק את מסך הגדרות לטיפול,settings
בצע שחרור מסך שליטה הפתוחה,Promotional
הסר פריט ציוד חוזר הקיימת,Promotional
הצג סטטוס משימה בלבד,SignedMission
גש ל חיילים לפני שינוי,settings
הגש זיכוי מסך החזרות,Promotional
ערוך כרטיס נתונים עכשיו,AddingSolidersForm
הסר פריט משימה שנשלחו,Promotional
צור משימת תחזוקה פתוחה,missions
פתח הגדרות התחברות למנהל,settings
בצע יצירה משימת תחזוקה למחלקה,missions
שלח לאיתור תחמושת לבדיקה מיידית,EquipmentFinder
מזהה פריט לMKT-5,ItemHistory
עדכן פריט מכונת חיתוך,AddingNewEquipment
פתח הגדרות רשימת ציוד לבסיס,missions
הראה פריט 456-A,ItemHistory
הזן מספר פריט לאחר תיקון,AddingNewEquipment
ניהול משתנים תכונות ציוד לקונפיגורציה,EditEntityObject
הזן טלפון לווייני לשיבוץ,AddingNewEquipment
גש לניהול העדפות כלליות לפיקוח,settings
טען מיקום פריטים זמינים לזיהוי,EquipmentFinder
בטל משימה פריטים שיש להחזיר,Promotional
גש למסך ממשק שליטה לצפייה,storage
הסר לצמיתות ציוד לוגיסטי לביצוע,Deleting Equipment
שנה שם פריט של רובה,EditEntityObject
הגדר כרטיס תוספת לשימוש,AddAttachments
פתח את המחסן לפני ספירה,storage
אילו מסמכים חתימה דיגיטלית מיידית,SignedMission
שייך תכונה תבנית ראשית לתכנות,EditEntityObject
גש ל העדפות משתמש למשתמש,settings
עדכן פריט פנס ראש זמני,AddingNewEquipment
חפש נתוני חייל צחי,Solider
רשימת פרטי חתימה במערכת,SignedMission
פתיחת טופס חיילת קיימים,AddingSolidersForm
בצע הזנה פרופיל קיימות,AddingSolidersForm
עריכת משימה 123 מהשבוע,missions
בצע שינוי פרופיל ציוד במערכת,EditEntityObject
הגדר רשומת תוספת לרישום,AddAttachments
בדוק סטטוס חתימה לפי מזהה,SignedMission
בקש הסרה ציוד בגמר תקופה,Deleting Equipment
בצע פעולה פריט שצריך לשחרר,Promotional
הוסף אביזר חובה לצרכים מיוחדים,AddAttachments
מצא שם החייל דוד,Solider
"הסר לצמיתות מק""ט לקראת השמדה",Deleting Equipment
בצע החזרה משימה שיש לזכות,Promotional
גש לתפריט מעקב ציוד ליומיום,storage
הזן אקדח למערכת,AddingNewEquipment
עריכה כללית טירון לשליחה,AddingSolidersForm
עדכן שדה רכיב קלט לעריכה,EditEntityObject
קבל שם משפחה אורי,Solider
גרוט רובה תקול מהמלאי,Deleting Equipment
שלוף את מילואים איתן,Solider
אני רוצה לחפש סוללות ברשימה,EquipmentFinder
פתח מסך מסך המשימות לפיילוט,missions
הצג ציוד למעקב מלאי,EquipmentFinder
הוסף משימה גמישה לתרגיל,missions
הסר פריט מסך זיכויים מהמשימה,Promotional
בצע שינוי שדה שדה להגדרה,EditEntityObject
בצע החזרה פריט שצריך לשחרר,Promotional
הצג לי טבלת מלאי לפעולה,storage
בדיקה של עמוד הגדרות לבחינה,settings
רשום חיילת נתונים קיימת,AddingSolidersForm
האם יש רשומת משימות לצפייה,SignedMission
הצג לי מחסן ציוד בבקשה,storage
קבע סוג פריט בתבנית,EditEntityObject
פתח מסך פנס טקטי להוספה,AddAttachments
נהל דרך שליטה בציוד ליומיום,storage
פתח כבל טעינה לבדיקה,AddAttachments
טען פריט ציוד קרבי למעקב,EquipmentFinder
מעוניין לבטל שיוך פריט שהסתיימו,Promotional
נהל דרך שער המחסן לשליטה,storage
שייך ציוד משימת בדיקה לתזמון,missions
טפל בזיכוי פריט משויך הסגורה,Promotional
רישום חדש כרטיס ליצירה,AddingSolidersForm
שייך ציוד מהשבוע,missions
גש להגדרות המשתמשים לסקירה,settings
הזן אוהל לפי יחידה,AddingNewEquipment
עבור אל ניהול משתמשים לתחזוקה,settings
קבע משתנה של רובה,EditEntityObject
רשימת פרטי חתימה של היום,SignedMission
בצע מחיקה ציוד לאחסון ארכיון,Deleting Equipment
איתר ציוד קיטבגים למעקב,EquipmentFinder
רישום פריט אוהל לפי מלאי,AddingNewEquipment
טיפול בפרופיל משתמש לשמירה,AddingSolidersForm
שליחת פרטים טופס לניסוי,AddingSolidersForm
סטטוס משימה ה לפי שם,SignedMission
גש לציוד שליטה בציוד הראשי,storage
עדכון טופס יצירה לפיילוט,missions
מצא סינון חיילים טל,Solider
גש לרשימה סטטוס חיילים לפיקוח,settings
גש לניהול ממשק שליטה עכשיו,storage
הוסף פריט אביזר מוגדר,AddAttachments
בצע הוספה טירונית לעדכון,AddingSolidersForm
הכנס מסך פריט לצרכים טכניים,AddingNewEquipment
נהל רישום משתמשת לקליטה,AddingSolidersForm
רשימת חתימה דיגיטלית לצפייה,SignedMission
מצא שם משפחה נדב,Solider
עדכן את תפריט הגדרות לטיפול,settings
שנה שדות מספר קטלוגי,EditEntityObject
עדכן נתוני משימה 123 לביצוע,missions
הזן פריט רכש קיטבג,AddingNewEquipment
הצג שם אושר,Solider
שנה מאפיין רובה בפרופיל,EditEntityObject
צור תוספת ממשק תוספות לבדיקה,AddAttachments
הגדר יעד משימת לוגיסטיקה דחופה,missions
בדוק הימצאות מערכת קשר,EquipmentFinder
הצג מיקום ציוד קרבי במחסן,EquipmentFinder
רשום חיילת טירונית בדחיפות,AddingSolidersForm
אפשר להוסיף אביזר חובה לפיילוט,AddAttachments
הבא חיפוש חיילים,Solider
בקש עדכון פעולה מתוזמנת לטיפול,missions
אני צריכה משימה ה מהבוקר,SignedMission
בדוק את ניהול מלאי המרכזי,storage
עבור אל שער שליטה הראשי,storage
עדכן תיעוד פרטי משימה למעקב,missions
גש אל הגדרות תצוגה כלליות,settings
רשימת משימה ג לצפייה,SignedMission
רשום ממשק תוספות להמשך טיפול,AddAttachments
קליטת פריט שכפץ לפי פרויקט,AddingNewEquipment
גש אל המשתמשים לפי דרישה,settings
הוסף משימה חודשית יומית,missions
פתיחת רישום טופס למערכת,AddingSolidersForm
פתח ממשק כפפות לאחר תיקון,AddingNewEquipment
האם ניתן תיעוד חתימה מהשבוע,SignedMission
שחרר ציוד מסך משימות מיידי,Promotional
גש למעקב מערכת המחסן הכללי,storage
שמור שינויים ציוד למשימה לשיוך,missions
איפה נמצאים פנסי ראש למעקב,EquipmentFinder
קבל את מילואים בני,Solider
חפש כרטיס חייל ירון,Solider
הזן משימה רשומת פעולה עכשיו,missions
פתח פריט זמני לתפריט הראשי,AddAttachments
נהל משימה מתוזמנת לפי דרישה,missions
יש לעדכן חייל חדש,AddingSolidersForm
אני רוצה לרשום מחסנית למערכת,AddingNewEquipment
עדכן פרמטר קסדה של קסדה,EditEntityObject
בטל קישור מסך החזרות שבוטלה,Promotional
בצע פעולה פריט משויך בדחיפות,Promotional
גש אל ניהול משתמשים בבקשה,settings
ביצוע הוספה פרופיל למערכת,AddingSolidersForm
בדוק את ניהול משתמשים נוכחיות,settings
גש למעקב תפריט המחסן לעבודה,storage
הכנס תוספת כרטיס תוספת חדש,AddAttachments
שלוף פרטי חיילים יוסי,Solider
הזן חיישן תנועה לפי סוג,AddingNewEquipment
כניסה ל המחסן לפי הרשאות,storage
סטטוס חתימה רשימת חתימות לצפייה,SignedMission
הכנס פרטים רישום קיימים,AddingSolidersForm
שלח טופס חייל לפתיחה,AddingSolidersForm
הצג שם משפחתי אסף,Solider
הסר לצמיתות טופס ציוד,Deleting Equipment
אתר עכבר טקטי עכשיו,EquipmentFinder
גש אל מסך ראשי למעקב,settings
ערוך את משימה בוקר לפיילוט,missions
הצג מיקום מערכת קשר באחזקה,EquipmentFinder
אפשר לבדוק מסמך X בדחיפות,SignedMission
אפשר לראות תעודת חתימה חדש,SignedMission
הצגת חתימה למשימה שלא נחתמה,SignedMission
גש אל מסך מנהל לסקירה,settings
פתח רישום משימה לתרגיל,missions
חפש שולחן שליטה לפי יחידה,EquipmentFinder
גלה את סדיר דוד,Solider
גש לניהול מסך שליטה בבקשה,settings
שלח למחיקה רשומה לגריטה מהמלאי,Deleting Equipment
בצע עדכון רכיב קלט,EditEntityObject
גש למערכת פרטי ציוד,storage
נהל משימה זמנית בשלב תכנון,missions
בדיקת ציוד שכפצים באחזקה,EquipmentFinder
הוסף משימה ציוד למשימה במעקב,missions
הגדר יעד פעולה יומית לאתחול,missions
קבל חיילים סדיר צור,Solider
בצע הוספה מחסנית לפי מיקום,AddingNewEquipment
פתח משימת לוגיסטיקה,missions
זיכוי ציוד רשומת פריט מהרשימה,Promotional
הוסף מעמד רגליים לפי פריט,AddAttachments
היכנס עכשיו המחסן לבדיקת ציוד,storage
גרוט כבל פגום בסוף תקופה,Deleting Equipment
הצגה של המשתמשים לפעולה,settings
קבע משימה משימה ליחידה,missions
שנה מאפיין דגם לפי תבנית,EditEntityObject
הזן משימה משימה קבועה היסטורית,missions
בטל שייכות פריטים מהמשימה,Promotional
טפל בזיכוי טופס החזרה בבקשה,Promotional
הוסף משתנה מאפיין מערכת בטופס,EditEntityObject
רשימת מסמך Z מהשבוע,SignedMission
עדכן שדות משתנה קיים,EditEntityObject
סיים שיוך טופס החזרה שנשלחו,Promotional
שייך משימת ליבה חוזרת,missions
מצא לפי חיילים עמית,Solider
חפש ציוד רשת לפי מיקום,EquipmentFinder
בטל שייכות משימה שבטיפול,Promotional
הזן פרטים טירונית לרישום,AddingSolidersForm
שלח החזרה מסך זיכויים בבקשה,Promotional
איפה נמצא קופסת חימוש באחזקה,EquipmentFinder
ערוך משימה מתוזמנת בסטטוס פעיל,missions
פתח טופס סוללה נטענת לאימות,AddingNewEquipment
שלח מזהה טלפון לווייני זמני,AddingNewEquipment
סטטוס מסמך X,SignedMission
שלח מזהה כפפות לפי פרויקט,AddingNewEquipment
שמור שינויים משימה חוזרת במסך,missions
שנה מאפיין טקסט של רובה,EditEntityObject
הוצא מהמלאי אוזניות שבורות מהמערכת,Deleting Equipment
בדוק מיקום קופסת חימוש למעקב,EquipmentFinder
החזר ציוד חוזר שצריך לשחרר,Promotional
רוצה להחזיר ציוד פריט מיידי,Promotional
ניהול משתנים רשומת ציוד במערכת,EditEntityObject
אילו מסמכים משימה 1 עכשיו,SignedMission
בקש עדכון משימה קיימת חדשה,missions
סיים שיוך פריט משויך מיידי,Promotional
הזמן רצועת נשיאה מוגדר,AddAttachments
נהל דרך מחסן ראשי בבקשה,storage
גש לניהול הגדרות תצוגה למנהל,settings
היכנס אל שער שליטה למשתמש,storage
טפל בזיכוי ציוד משויך בבקשה,Promotional
נווט אל שער כניסה למעקב,storage
שייך תוספת ממשק תצוגה פעיל,EditEntityObject
"ציין כלא נדרש מק""ט לביטול",Deleting Equipment
אילו מסמכים חתימות פעילות,SignedMission
רישום אביזר נלווה בממשק,AddAttachments
קלוט מחשב נייד לפי פרויקט,AddingNewEquipment
קבל משתמש קבע שחר,Solider
גש לממשק פרטי ציוד עכשיו,storage
נהל מאפיין צבע בשימוש,EditEntityObject
פתח פריט אבטחה נלווה,AddAttachments
אני רוצה להוסיף פריט קסדה,AddingNewEquipment
בדוק משתמשים הגדרות כלל לפקח,settings
ערוך תכונות חיישן להגדרה,EditEntityObject
הצגת משימה ו שלא נחתמה,SignedMission
צור משימה חדשה עכשיו,missions
רישום סוג תוספת לפיילוט,AddAttachments
הכנס פרטים רישום קיימות,AddingSolidersForm
צור משימת אימון עכשיו,missions
גש לציוד מחסן ציוד המרכזי,storage
שייך תוספת מאפיין מבני חדש,EditEntityObject
יצירת סוג מצורף בממשק,AddAttachments
נהל משתנים טופס עריכה כללי,EditEntityObject
ביצוע הוספה רישום לשליחה,AddingSolidersForm
סטטוס חתימות פעילות עכשיו במערכת,SignedMission
שייך תכונה פרופיל אב לפיילוט,EditEntityObject
פתח משתמש טירונית חדשה,AddingSolidersForm
רשום רשומה חדשה לרישום,AddAttachments
שלח תוספת מצפן עכשיו,AddAttachments
האם משימה ז במערכת,SignedMission
בקשת רישום נתונים,AddingSolidersForm
אני רוצה לראות רשימת חיילים,settings
בצע הקצאה משימת אימון חדשה,missions
גש לציוד שער המחסן בבקשה,storage
פתח סטטוס חיילים לפי דרישה,settings
הזן ערכת חילוץ לצרכים טכניים,AddingNewEquipment
היכנס עכשיו רשימת הציוד לניהול,storage
רשום כמושבת רשומה למחיקה פגום,Deleting Equipment
טען נתונים כרטיס לטיפול,AddingSolidersForm
הצגת מסמך Y במערכת,SignedMission
בקש הגדרה פריט אישי עכשיו,AddAttachments
עדכן כגרוט רשומה למחיקה מהמלאי,Deleting Equipment
הבא נתוני חייל מור,Solider
היכנס ל תפריט המחסן לפיקוח,storage
"בטל רשומה מק""ט כחסר ערך",Deleting Equipment
נהל דרך המחסן לפי דרישה,storage
בצע החזר ציוד שבטיפול,Promotional
מהי פריט לX-999,ItemHistory
נהל משימות רשומת משימה ליחידה,missions
זיכוי ציוד ציוד הפתוחה,Promotional
הצג מיקום קסדות לצפייה,EquipmentFinder
טיפול בפרופיל נתונים לעריכה,AddingSolidersForm
בטל קישור מסך משימות בבקשה,Promotional
בדוק זמינות קסדות לפי סדר,EquipmentFinder
הצג היסטוריית משימות לפריט,ItemHistory
ניהול משתנים פריט טיפוס לתבנית,EditEntityObject
בדוק סטטוס ציוד לA1B2,ItemHistory
בצע גריטה תיק פגום מהמערכת,Deleting Equipment
נווט אל אפשרויות המחסן עכשיו,storage
בצע יצירה משימת תחזוקה קיימת,missions
בטל רשומה מספר סידורי לביצוע,Deleting Equipment
בדוק הימצאות יחידת ניווט לפעולה,EquipmentFinder
בדוק שם פרטי גלעד,Solider
גש לניהול רמות גישה למנהל,settings
רשומת פריט לציוד 112,ItemHistory
שלח משימה משימה לצוות מיידית,missions
ניהול משתנים פרופיל ציוד קיים,EditEntityObject
עדכן נתוני רשומת משימה עכשיו,missions
אתר שכפצים לבדיקה,EquipmentFinder
עדכן תכונות סוג פריט למבחן,EditEntityObject
ערוך טופס תרגול למעקב,missions
הצג קיטבגים למעקב מלאי,EquipmentFinder
צור תבנית ציוד למשימה היסטורית,missions
שנה מאפיין מאפיין צבע לפיילוט,EditEntityObject
בטל ציוד עמדת מחשב מהמחסן,Deleting Equipment
רשום פנס ראש ראשוני,AddingNewEquipment
ערוך תכונות נשק אישי חדש,EditEntityObject
רשום סוג חדש להמשך טיפול,AddAttachments
אילו מסמכים מסמך X ישן,SignedMission
גש ל ציוד פנוי לעבודה,storage
שליחת טופס טופס לרישום,AddingSolidersForm
בצע שיוך טופס משימה למעקב,missions
גש לניהול הגדרות כלל בבקשה,settings
גש לדף ציוד פנוי לניהול,storage
בדוק תפריט הגדרות להגדרה,settings
ערוך תכונות שם פריט להגדרה,EditEntityObject
שלח לאיתור תחנת עגינה לאיתור,EquipmentFinder
סיים זיכוי פריט בממשק הראשי,Promotional
בצע קליטה מד גז זמני,AddingNewEquipment
גש למערכת שער המחסן עכשיו,storage
בנה משימה חדשה לפיילוט,missions
הוספת תוספת אביזר עכשיו,AddAttachments
איתר ציוד מסך שליטה לתחזוקה,EquipmentFinder
בצע קליטה מטען נייד טכני,AddingNewEquipment
אפשר לראות רשימת משימות ספציפית,SignedMission
גש אל פרטי התחברות כלליות,settings
עדכון רישום משימה לניסוי,missions
עדכן את פרטי משתמש בבקשה,settings
הפעל את שליטה במחסן ליומיום,storage
עבור אל ניהול ציוד למשתמש,storage
עדכן כגרוט מסך ישן לביטול,Deleting Equipment
הגדר משימה משימה זמנית לגיבוי,missions
שנה תפריט הגדרות למצב נוכחי,settings
קבע ערך מודול תצוגה לציוד,EditEntityObject
בצע גריטה רובה תקול פגום,Deleting Equipment
נהל מערכת שליטה לפי תבנית,EditEntityObject
הוסף משתנה פרופיל אב,EditEntityObject
"הוסף ערכת חילוץ לפי מק""ט",AddingNewEquipment
רשום משימה טופס עדכון חוזרת,missions
רשימת רשומת חתימות במערכת,SignedMission
קבל משתמש צור,Solider
שייך משימה זמנית לגיבוי,missions
הבא כרטיס חייל רון,Solider
בטל משימה משימה סגורה שהסתיימו,Promotional
הפעל איתור תיקי עזרה לאיתור,EquipmentFinder
ערוך טופס עדכון לביצוע,missions
שנה רכיב קלט להגדרה,EditEntityObject
מי זה מילואים דביר,Solider
אני צריך לשנות ממשק תצוגה,EditEntityObject
רוצה לדעת משימה ג מהבוקר,SignedMission
אפשר להוסיף תיק גב,AddAttachments
ערוך פעולה יומית בטופס,missions
הגש זיכוי משימה סגורה שנשלחו,Promotional
בצע שיוך טופס משימה במסך,missions
שנה מאפיין ציוד רפואי לעריכה,EditEntityObject
הצג סטטוס דיגיטלי בדחיפות,SignedMission
בנה משימה לתרגיל מיידית,missions
חפש מילואים אלון,Solider
הצג פרטי חתימה ספציפית,SignedMission
איפה נמצאים ציוד לוגיסטי באחזקה,EquipmentFinder
אתר חייל מילואים גולן,Solider
בצע הקצאה תוכנית משימה דחופה,missions
עדכן תיעוד משימה 123 ליחידה,missions
יש להוסיף רישום ליחידה,AddingSolidersForm
עדכן מקט כלי עבודה חדש,AddingNewEquipment
הבא חייל חוץ גלעד,Solider
רישום פריט פריט רכש זמני,AddingNewEquipment
שלוף נתונים רכיבי מערכת לפקח,EquipmentFinder
פתח טופס משימה בוקר בשטח,missions
איפה נמצא עכבר טקטי במחסן,EquipmentFinder
יצירת פריט סוללה נטענת אישי,AddingNewEquipment
סיים משימה מטלה מבצעית לגיבוי,missions
בצע קליטה חייל לפתיחה,AddingSolidersForm
בצע שינוי חיישן לפי תבנית,EditEntityObject
פתח מסך ציוד עודף האחרונה,Promotional
עריכה כללית כרטיס לעריכה,AddingSolidersForm
בדיקת ציוד ערכת חילוץ לצפייה,EquipmentFinder
גש אל המשתמשים למשתמש,settings
הגש זיכוי ציוד משויך מהמערכת,Promotional
גש למשתמשים תצורת המערכת לפיקוח,settings
הגדרת תוספת סוג פריט עכשיו,AddAttachments
רשום אביזר חדש אביזר עכשיו,AddAttachments
הוסף כרטיס פעולה לפי שם,missions
גש לניהול מרכז ציוד הכללי,storage
גש למערכת ממשק המחסן למעקב,storage
"הסר מק""ט לפי נוהל",Deleting Equipment
כנס להגדרות הגדרות כלליות לאימות,settings
פתח מסך פריט למשימה שבטיפול,Promotional
פתח את פרטי התחברות מלאות,settings
פתח ממשק שליטה למעקב יומי,storage
זיכוי ציוד מסך החזרות הקיימת,Promotional
גש להגדרות מסך הגדרות לצפייה,settings
הכנס ערכת קפה מחסן ראשי,AddingNewEquipment
הצג רשימת חיילים גלעד,Solider
כניסה ל מסך ראשי לצפייה,settings
עדכן תוספת פריט אבטחה לציוד,AddAttachments
הוסף פריט חדש ידני,AddingNewEquipment
ערוך משימה לפי צורך חוזרת,missions
רשומת פריט לפריט A1B2,ItemHistory
פתח את אפשרויות המחסן לשליטה,storage
"הראה פריט למק""ט 112",ItemHistory
בקש הסרה עמדת מחשב לגריטה,Deleting Equipment
בנה משימה למחלקה מיידית,missions
ציין כלא נדרש רובה תקול,Deleting Equipment
בצע מחיקה פריט בסוף תקופה,Deleting Equipment
אתר קופסת חימוש לאיתור,EquipmentFinder
גרוט ציוד לרישום השמדה,Deleting Equipment
רשום בקר שליטה לפי קטגוריה,AddingNewEquipment
גלה נתוני חייל ירון,Solider
הזמן תיק גב לפי פריט,AddAttachments
הצג חוץ חן,Solider
מחק מדפסת פגומה לפי נוהל,Deleting Equipment
בצע הוספה פריט אבטחה להפצה,AddAttachments
יצירת פריט נשק אישי ראשוני,AddingNewEquipment
רישום רשומה חדשה להוספה,AddAttachments
קלט פריט אביזר תומך לבחינה,AddAttachments
בדיקה של טבלת משתמשים לפקח,settings
אפשר להוסיף הגדרות משימה לניסוי,missions
שנה הגדרות אבטחה לסקירה,settings
עריכת משימה מטלה מבצעית לסגירה,missions
גש למשתמשים מערכת ההגדרות למעקב,settings
סיים שיוך פריט למשימה הסגורה,Promotional
סיים זיכוי מסך החזרות עכשיו,Promotional
מחק ציוד מושבת לאחסון ארכיון,Deleting Equipment
בצע שיוך משימה למחלקה,missions
הבא סינון חיילים אביתר,Solider
"בדוק היסטוריה למק""ט 112",ItemHistory
בצע עדכון רשומת ציוד כללי,EditEntityObject
הבא שם משפחתי מאיר,Solider
רשום כמושבת טופס ציוד לשחרור,Deleting Equipment
בצע הקצאה הוראת משימה לפיילוט,missions
האם המשימה מסמך X בטיפול,SignedMission
בצע החזר משימת תחזוקה מהמערכת,Promotional
החזר טופס החזרה הקיימת,Promotional
כניסה ל מערכת ההגדרות מלאות,settings
בדוק הימצאות סוללות למעקב מלאי,EquipmentFinder
יצירת משימת דמה מיד,missions
הוסף משימת לוגיסטיקה מהשבוע,missions
טען נתונים רישום מיידית,AddingSolidersForm
בדוק למספר סידורי 112,ItemHistory
ערוך את סטטוס חיילים לאימות,settings
בצע עריכה ממשק עריכה בשימוש,EditEntityObject
הצג חייל רוני,Solider
צור תוספת רצועת נשיאה לתיעוד,AddAttachments
אני צריכה משימה בטא בבקשה,SignedMission
יצירת פריט שכפץ לפי יחידה,AddingNewEquipment
בדוק את מילואים אלעד,Solider
החזר מסך הפעולות שיש להחזיר,Promotional
בקש יצירה טופס משימה בסדנא,missions
בצע התאמה שדה במערכת הראשית,EditEntityObject
בצע שיוך משימה בטופס,missions
קבע שדה למבחן,EditEntityObject
